RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30
6181,0,New York,city,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2786.7502704411163,2804.407379180041,2817.7527564070483,2832.771956135684,2839.5970639492157,2847.4950940748413,2853.083084864095,2861.460773098707,2871.334280369203,2880.677762845824,2887.8665727517596,2892.6807118977727,2894.485920047538,2896.264305738218,2895.9837806798996,2897.230744826492,2898.0216577414417,2900.6717665719575,2905.4654120373298,2908.23143075945,2911.8234672277295,2916.842423354019,2923.7845475994563,2922.5527991864637,2926.1238524758364,2923.98418356878,2929.8278938527183,2927.6535589030846,2934.0406719713656,2937.6488467212234,2940.484025700031,2940.656137408745,2938.652198160482,2934.6530062213424,2932.6954882521736,2936.12580805383,2943.2881337233816,2949.859878015717,2956.144227681361,2964.244843106675,2969.5637009408283,2973.8269178715072,2978.939629278399,2986.459947849636,2995.100046001125,3000.5646005737126,3008.72970831713,3016.154146908392,3022.9015296351668,3028.556266488174,3033.6110760927118,3041.3963462169236,3048.1668420333035,3057.3455632740342,3066.6069577876838,3076.259416230542,3086.575579965691,3100.686404251637,3112.1830255303335,3124.0910487173087,3134.6428436853544,3148.405424548941,3138.3726045791395,,,,,,,2763.191929769907,2741.9875828633553,2736.883992002388,2734.710108321244,2740.3688657766215,2755.984700074977,2784.919127877015,2826.284529432833,2880.5015945855175,2947.963216856514,3024.7006440906875,3103.5311488675193,3169.8859622777645,3237.8382069370214,3289.656074607235,3337.25576750977,3374.0389061435203,3408.894610161099,3441.084547842618,3473.8163740676614,3507.1510818837046,3533.666868044558,3556.147498889024,3567.8024913725158,3585.350996534997,3592.0082902268737,3603.409991765898,3617.149037049292,3633.3573299095196,3646.5158176684718,3657.414579963788,3662.6892812716096,3660.4707815827283,3653.666150663272,3645.76612760334,3643.1978045953906
12447,1,Los Angeles,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1950.5040041548712,1961.2693641393125,1972.982586866375,1984.4204936301549,2001.6017084433709,2011.4207287032461,2027.1344735861683,2038.3788414467763,2058.7380680587025,2072.6148908381483,2087.1470980928475,2099.2304257222804,2110.6021847800016,2125.431940011515,2132.4787007035875,2141.2228057884954,2147.926787637597,2165.2654047746573,2175.025170664294,2179.4055011354762,2181.1708787023163,2188.7628209311524,2196.468857636334,2203.1777091013632,2222.8656725190913,2237.7019869753954,2263.5953481232436,2270.8818806665895,2282.458261618345,2286.890611429156,2296.827014346704,2308.0033837632527,2315.398749353369,2327.0720620063926,2339.064713506212,2352.9126571539377,2358.4290352262287,2369.5717203955824,2371.5566719488343,2382.775233104186,2387.534757188026,2399.879990162678,2410.3897185131523,2423.620902443594,2436.672489863937,2445.345462447988,2453.8053130770445,2461.7105684645776,2468.6822684146787,2470.771432126164,2477.5637938620157,2486.0388225038205,2497.37158767446,2503.9608007298316,2510.281739068619,2514.7689763644053,2521.1399821720074,2527.3209558059343,2533.117886895176,2538.439223093371,2545.5976596613327,2554.3724768809197,2544.7829368426696,2533.2362296257425,2515.7612467799886,2499.588275693996,2485.0834903846535,2470.1293371436,2458.621011826823,2455.603205863274,2458.433326402258,2459.407484734244,2459.7883310346874,2459.59069427122,2468.3320465156335,2479.4063683700656,2499.3601823912554,2526.8341687521006,2562.9311198329483,2605.258275233527,2641.2205322280593,2675.5003846452655,2702.9168538692547,2731.15203913333,2759.3354332215436,2783.5133936588513,2804.772479326573,2824.481365302218,2850.5126571821397,2868.3423613621835,2882.882380663622,2888.848428681162,2896.5900364278527,2901.346895294286,2908.2116734765304,2914.6784045891723,2920.4486187015746,2928.5081663074398,2934.6063390494555,2940.599316810993,2936.2192351021386,2932.3642390711166,2924.4451922552544,2918.326718803321,2911.7917480132496
39051,2,Houston,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,1250.903942330321,1253.9804240581855,1256.0711368690447,1256.9268743820155,1257.2166598356994,1261.7777115154036,1264.6172576758613,1269.2883742340662,1267.6938592814447,1271.1982014682385,1275.152147518967,1279.6966379281298,1279.8359176549247,1276.0236164969253,1276.563012275593,1275.9369512851997,1274.3121052461306,1272.0077848720614,1271.9948200672206,1272.5676918035342,1269.7195646613711,1262.9115881080097,1253.900069280407,1247.9792289342813,1255.820487128661,1267.5731148998043,1279.7536579909774,1278.2894775533446,1281.4607405706847,1279.226443200777,1281.296724490938,1280.1103737091253,1292.331581254986,1305.7169044739683,1321.4027388020784,1333.4591135211847,1334.3578773956976,1337.6171777358538,1331.4974008116822,1336.7906241119329,1334.048314368167,1338.0366516079139,1338.56031111462,1341.2302166729162,1341.434392501217,1342.3988184013397,1345.7812966175761,1344.8306708316168,1345.9382962093641,1340.7364003165767,1345.2451547908506,1348.0809018030088,1354.9299356300685,1359.2003691236973,1363.565762803427,1367.6727436711697,1367.9060529039045,1367.842782865714,1365.536305299515,1367.9933762452777,1371.7922670385574,1378.750811834908,1387.4391069253825,1382.0799577146201,1370.2340283399606,1356.177324960114,1353.7597276999422,1353.5851944346489,1356.4041524008303,1360.8959049001176,1366.5856857525137,1368.1880656473736,1367.6103628713563,1362.9153713745584,1367.159794425652,1378.2626807442462,1397.749685650146,1420.7130751574248,1441.810862680517,1462.7974184898978,1479.5861094216891,1492.565590954277,1501.6450627260906,1509.4588510194512,1518.2984780536779,1528.4722229051954,1536.356366863896,1544.4711031284396,1550.0630531092008,1555.4954566376953,1558.5038649801154,1562.0548336713887,1563.006001742467,1566.6531240633703,1572.994359721831,1580.8056945753526,1588.5921247547292,1595.9643017386313,1600.7293976760436,1603.1371873283765,1603.7141449318963,1602.8271763459984,1602.0529530519125,1600.1380961491013,1601.3060665159037
17426,3,Chicago,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1543.6378232991447,1544.4156587968916,1549.1297618928397,1554.3060804460322,1560.3490542633408,1562.3341327301255,1565.9748449468136,1570.7491539453404,1575.7911778983357,1582.8990063472652,1590.2749546880514,1595.9929323529157,1600.8964307456802,1601.9084644194727,1604.2811718663354,1604.92146085867,1607.0770807302258,1612.6514408407481,1619.4308913838238,1627.1351789144064,1630.5445830777408,1629.6815533654374,1623.730285900678,1618.1794587063719,1622.2427469322838,1632.8902156375323,1644.876333944419,1648.8764585434546,1652.0403106958875,1651.847606323003,1652.3932593940633,1650.0992230177176,1653.4688166010978,1656.941085978001,1662.9809372294885,1668.919101343698,1670.7144321030478,1673.2235087479014,1671.6507367973609,1674.8130523498623,1677.9813501565711,1683.0829398785363,1686.4155556869496,1686.7104760861614,1685.766143516212,1687.6340572754416,1693.6739329815805,1702.0118660940038,1706.277949512909,1708.6356073880656,1712.0200412836964,1716.0512011442402,1720.2469163493695,1724.0265506957633,1728.6694525701587,1736.8911652964168,1744.2498488842823,1750.2523947938766,1752.85859628325,1753.795977510615,1758.114083937749,1762.4616847026439,1766.8339733309006,1753.0653357130009,1738.726894132633,1726.6760769261466,1720.7463583811762,1712.7489959732286,1703.3354803506907,1688.93635371155,1678.5261284826645,1672.2421165148864,1666.3964711080819,1668.2997361777677,1678.5170331293157,1701.6401909721255,1723.210588748159,1742.067160992749,1756.484483936527,1771.9550005718456,1787.46988967347,1804.390598862537,1819.1755057043895,1835.5364891777335,1851.701080800267,1866.318260893736,1879.2883216779946,1890.291711657302,1899.792510734681,1908.1373582520569,1920.1849574535531,1929.4443484888661,1942.9377496233687,1956.8365762796386,1971.2796801438735,1983.0895813343107,1994.092472205364,2002.819203594783,2009.0397173594574,2012.6422191605332,2018.6276443277839,2026.6450194663132,2032.7146084641604,2040.5032085448,2044.828382346119
6915,4,San Antonio,city,TX,TX,"San Antonio-New Braunfels, TX",Bexar County,1030.301926898368,1033.1280510107274,1036.800636317031,1040.8134363261988,1045.4403033646918,1049.9589999731636,1051.9857946554953,1052.4007646951627,1056.1255517759037,1064.4588712339169,1070.7784156333205,1074.6350064135227,1074.9712859120802,1076.5586373914427,1080.0618194598949,1083.883220436263,1087.0886360347251,1086.4627759912316,1089.186118504169,1092.8821753528548,1097.4692639987895,1097.123811261984,1099.2075153236144,1102.6964731224539,1111.8668040471996,1117.163163779699,1120.6953968501834,1121.1823590161966,1122.9738753607742,1128.7483111329175,1131.2257798505616,1131.14142953579,1130.0685546578482,1130.7923765773105,1133.4708715698753,1137.4153021217462,1138.9093735116692,1141.0646996759742,1142.946204560446,1146.4787532557286,1150.3510503658088,1153.3897701301673,1158.417541570238,1162.314972261449,1164.6189270247141,1168.7922588750478,1174.7083879997,1177.699140105712,1180.712949719971,1182.8193026801475,1186.6321661211111,1190.6497027791604,1193.9075713823768,1196.68689150962,1198.9071925153958,1203.107351179818,1208.7033740990355,1212.859611799723,1214.2685841723726,1217.1239640031367,1220.119688500547,1224.2773653517943,1225.3113621541684,1223.1439977962627,1218.4204058271769,1215.2751539954088,1215.9166475998175,1216.9463621680209,1219.7043128662983,1225.6734225393336,1234.3539161364909,1241.7561184746198,1245.1205185110373,1248.745771180385,1253.6559874239367,1267.2455420018155,1282.4516884526713,1302.3783935718395,1322.2539053597643,1345.3752785794454,1367.1499175686763,1385.8115955623555,1398.065260209606,1408.9916449517875,1417.0868809337403,1428.4518102523707,1437.8864354663551,1449.0789563919543,1460.5059503539235,1468.740113687821,1475.744487744647,1474.4198796427454,1473.5472086701093,1473.6301204335973,1477.9813005642006,1482.623530992332,1490.5400042113304,1494.057835894892,1498.1936254093519,1496.0666054101089,1492.4096404233155,1487.3380748650336,1481.5358732565044,1479.269577307805,1476.0218742556087
13271,5,Philadelphia,city,PA,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,1250.8243189662712,1253.653977128987,1263.257902539763,1264.2912653726942,1270.3908628030304,1271.2251589416962,1277.6606866031125,1278.9560748414901,1281.6540679650684,1288.697459733189,1288.9827408170975,1290.7573453371438,1284.8438032696163,1293.9291103764147,1296.5912829938484,1304.267789759916,1306.6141510650657,1311.810011314016,1314.5372774584487,1318.4787230001448,1319.1761080840527,1318.2543400436894,1325.0382691062164,1329.6071715908597,1337.7639771376687,1335.9486858102214,1340.4496210975024,1342.2581701215572,1344.1550844375906,1344.502796064267,1347.8981087587958,1352.3731017885013,1358.556036215738,1361.5860055362211,1363.2833199011184,1368.3494322920274,1371.4591512796371,1376.6712338734114,1378.2636126068403,1382.5259305788147,1387.7719955870084,1390.2871086604657,1391.4873625334467,1394.6644280793162,1399.8380120247064,1408.2369319627005,1415.3857177339153,1416.5538156261841,1420.1824162700784,1422.9579030412244,1428.281734335636,1432.1167708260973,1436.151093494577,1442.6913733686254,1449.1162849065472,1453.4007838482373,1455.9534068517721,1457.7687040598744,1459.9152293275406,1465.4725295498047,1469.7285207422517,1475.2446841804585,1476.7558521524038,1474.1612421614557,1469.7311709561197,1467.3400524111094,1468.7980153218623,1467.5564211590827,1466.7905934754403,1467.0721101293948,1470.1826791952947,1472.3587003116572,1472.794513578039,1475.9137041908589,1481.2973725461495,1493.3404291304655,1507.4460259401603,1520.1128301914105,1531.9263748970207,1545.8876627961424,1559.147093112334,1573.1152058601913,1583.4621706347207,1599.2497751532983,1610.5272148905492,1619.6551781837145,1624.9412661101398,1632.3540874473038,1640.979367699534,1650.3673663800382,1655.5294074432375,1658.4465040785096,1660.8827886527513,1664.1815443154005,1669.071756740081,1669.2048669063038,1674.031440427403,1678.513560244183,1685.2805530627647,1687.3289406521035,1687.3766120844714,1686.6962189381502,1688.490365280617,1691.102021766355,1693.991887103014
40326,6,Phoenix,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,921.0699564471175,930.4260225535395,933.6775082411716,941.1854542935332,942.1721239394456,947.0838004836345,949.0797805686201,955.3964511329053,962.3884030194994,967.4639799612263,974.1786482801325,978.6940594427982,986.0119156938512,987.9230274941958,992.5928277621542,996.656034090609,1004.1525113520308,1009.1950553045797,1012.160343433808,1014.2906972450321,1018.3921828241948,1022.4249081022214,1027.802244189515,1032.3358615238214,1038.3594763373885,1044.717667453429,1052.219337420491,1059.164008528771,1067.051733736195,1072.7150425103569,1078.1493289195585,1082.9029699383566,1086.6936301777278,1094.737145167505,1098.757415573993,1104.202603056856,1106.993184662863,1113.521173437509,1122.051045984172,1128.6876279650623,1136.3622282815272,1142.4551700787413,1152.0196105299212,1161.0188024171107,1172.1344610673334,1181.9342369410535,1190.9745049462592,1199.1196235820053,1204.700529060469,1213.8895105162644,1219.7003610392937,1227.6737850446443,1234.1107023600816,1243.7880888825234,1251.6537221708031,1260.7014424129447,1268.3464082611647,1275.1479294228666,1284.62830458336,1294.6655351903103,1308.0909289594713,1317.0387264479966,1322.5409092454452,1322.268710701919,1319.1581839491325,1318.0181572302133,1322.5853216267817,1337.9177170340101,1351.160356104203,1366.842376700548,1377.4880817664812,1392.7669431184434,1408.2584429748758,1423.7557175699385,1444.3194176480752,1474.2307439170952,1513.4864101133824,1556.3655974247881,1599.5653418960978,1639.5569161865146,1674.327154142055,1700.5092738419787,1722.8218738291562,1740.1788471223324,1759.3876766095354,1772.757256812291,1784.062097459978,1790.013644335851,1794.130078577728,1797.8226644998072,1797.8738863016627,1793.2571487708556,1788.1447696117802,1789.5951338453262,1794.7041131021147,1799.641972986662,1801.070126097902,1806.2728404571383,1809.4940950077425,1811.2167431327632,1808.4314543236533,1802.3738205142013,1796.721076597224,1792.7693477927287,1791.4102287747357
18959,7,Las Vegas,city,NV,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,1035.6661697938878,1039.0670272797952,1042.0580302576102,1046.6654612333161,1050.984577301924,1054.0028694252157,1057.532920014837,1061.791362476945,1067.803946841405,1071.2104120644099,1074.9468623380433,1078.2404104756858,1082.2525417104018,1085.2717403642318,1087.5119887410958,1090.802420453513,1096.23432161156,1104.3999435581213,1108.877257706133,1111.7415174760467,1113.7639240012634,1118.713361566938,1122.9106331081277,1126.1377632282824,1132.9252451691268,1139.861275773507,1147.483579529329,1150.3163781829878,1153.4802045863005,1158.183994635673,1164.825673572387,1171.9985245381317,1177.9220810380143,1183.7529905780839,1190.5477877898888,1199.5303222028701,1205.292598064826,1212.5794344637682,1217.9636601630625,1228.3182143856689,1235.5369161835117,1241.7319747953331,1247.9002176539484,1254.7332703722896,1264.334694513037,1271.5444067933142,1278.5586153342251,1285.2461749823833,1292.8035734002356,1297.0862527793674,1304.0095750955606,1309.164298919843,1316.170348517954,1322.5658954008563,1328.6957994341817,1334.2501626370822,1338.280616691107,1343.573365826523,1348.5364428813655,1352.6817505076294,1356.8383492523596,1362.5957599028081,1369.5075286866706,1365.5246860422367,1356.5187039704451,1350.4026031629908,1357.9236137549476,1368.4938652354042,1384.678541867825,1404.0956497165882,1422.3735142744983,1438.7957525772674,1453.6416489596083,1469.0299333699552,1485.415925162097,1510.575148894912,1548.5442364115522,1595.2183482124406,1637.1293491100366,1683.0046806691225,1719.6262385457785,1756.1582677388226,1774.0177392581174,1790.7117111685104,1802.195301354428,1813.856086358521,1820.1109280450196,1827.0102714509785,1830.0672644789138,1831.7244155748979,1830.2959138345984,1818.1139169396226,1805.846763838438,1792.628958059496,1793.4585337906763,1795.1483846277977,1800.2434716660289,1802.6590739348528,1806.9176225365,1806.7604872399595,1802.0171154897853,1792.0117905096392,1782.9394804523258,1778.4278312786419,1776.806098126328
54296,8,San Diego,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1840.277458744613,1849.7596413188037,1855.9422595581232,1857.4675264364173,1865.8166673846902,1870.9012498346526,1884.5289791395205,1898.5536391438643,1910.7512111162368,1921.754545490115,1929.4643738041723,1943.2941897168628,1951.6545212537153,1957.400875716869,1963.416390397729,1970.105752975831,1978.3343643577211,1991.6270153091853,1999.798552066286,2004.6887397706746,2007.1265494566683,2019.6182599876684,2030.964186525203,2039.552789491607,2046.6306528576015,2061.410558930154,2077.347488987953,2093.3001533505167,2102.9299337524376,2113.4007028565575,2123.755061468463,2131.0929793568184,2138.9813641880096,2142.119482413234,2154.8867434131776,2161.095080102031,2174.676686433844,2184.52449947834,2197.0226260213212,2205.8865559790765,2216.566501517661,2222.8700992611966,2230.555245428329,2238.750107091772,2252.0372521797035,2261.5481178361947,2263.806266868191,2272.4706083184137,2278.095296853212,2285.445342201538,2287.651884911186,2292.806364447803,2299.1783626117854,2307.5250249753885,2315.538609473267,2325.212762997453,2331.030085759111,2339.8964169723845,2349.7373280735806,2358.2602507898764,2365.905767874532,2372.5384542443217,2371.9869400139587,2359.352104957402,2346.433141496836,2334.4067250855965,2335.7143767485636,2333.6703571401004,2340.9140033754725,2360.8773043156853,2389.7027989940184,2408.2227928553834,2427.494642974543,2440.474200157491,2464.6828339550775,2493.4765167362493,2526.823604832759,2566.0919592987702,2608.1764268648467,2660.874375173523,2721.2209031378334,2770.307028294618,2814.9401504027255,2850.631058166783,2879.345312445082,2917.260466253437,2949.9492904357594,2991.912688758629,3020.5613507072912,3048.385733161831,3070.2563518585935,3093.758507534707,3103.358126469412,3108.986532342724,3113.412477287253,3128.6328728857925,3149.053293896792,3164.286129256335,3177.280338615101,3180.944096978279,3190.3903004961726,3194.283298609313,3195.700211660218,3188.3123096144045,3183.343950321507
38128,9,Dallas,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,1113.5056956153446,1118.5784959731197,1124.2299215512767,1128.4465503437734,1138.1537427074356,1144.209345477826,1152.8909570659432,1156.2905569416298,1162.383799595191,1171.248342891469,1182.6737488585625,1191.5816481756042,1193.2102239293326,1196.140403836767,1196.7766450918025,1204.0001552491835,1204.2961099916301,1212.053552025326,1216.9982218272062,1224.4892981993585,1229.2009339757924,1230.5371608345183,1231.5122189738506,1235.569543287465,1247.8965051203784,1256.1595756171062,1270.754109604008,1277.0157707902836,1286.7365542675675,1283.5101290153132,1285.265417640084,1286.107184021886,1293.9066716920172,1294.6870006634135,1306.0262662410566,1311.6773629886638,1317.7181782901228,1323.543019285098,1322.6867546979745,1324.2012379446437,1321.8793969540634,1328.7971722901245,1333.469168382864,1337.9657239932878,1336.9098476079764,1344.7960559025091,1347.4455353412793,1355.7133810428645,1358.0336679142542,1360.7318923566322,1365.4624774759745,1370.9322330815082,1378.6506039368362,1383.7683993811575,1388.2583924840364,1392.5105772489558,1397.6589073464884,1399.645778406634,1400.0957749572372,1398.1280552665737,1398.7274000549746,1399.592453917485,1411.132424016375,1406.6988993360987,1398.827121356649,1386.822726153137,1381.9735794541662,1381.7920314685457,1387.2156827379974,1396.1695870260328,1407.2269546707794,1415.2739715046334,1414.2137739561326,1415.0408638350527,1423.0688000255118,1443.1497836638723,1466.899300208812,1488.193853760835,1513.9069791053787,1538.5642963663868,1565.3993661140328,1588.0652210934975,1608.2379426975208,1629.318941588049,1650.8563242094485,1672.0821056148898,1681.2501840908128,1695.602706962678,1708.533469297718,1733.1489881099437,1744.3973180306727,1748.7290904215033,1744.4697385987106,1746.130899100182,1749.1324945454603,1752.0854534139344,1757.1439515099512,1759.9975324677714,1766.9159530964534,1763.665889062435,1758.6012886422434,1745.4420847686004,1737.1213530990724,1731.9488838219638,1729.0927586001926
